"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"220174","Total number of indoor cinemas","BEL","Belgium","2014","2014",89,,
"220174","Total number of indoor cinemas","BEL","Belgium","2015","2015",88,,
"220174","Total number of indoor cinemas","CAN","Canada","2007","2007",672,,
"220174","Total number of indoor cinemas","CAN","Canada","2008","2008",681,,
"220174","Total number of indoor cinemas","CZE","Czechia","2007","2007",528,,
"220174","Total number of indoor cinemas","CZE","Czechia","2008","2008",511,,
"220174","Total number of indoor cinemas","CZE","Czechia","2009","2009",516,,
"220174","Total number of indoor cinemas","CZE","Czechia","2010","2010",501,,
"220174","Total number of indoor cinemas","CZE","Czechia","2011","2011",473,,
"220174","Total number of indoor cinemas","CZE","Czechia","2012","2012",482,,
"220174","Total number of indoor cinemas","CZE","Czechia","2013","2013",475,,
"220174","Total number of indoor cinemas","CZE","Czechia","2014","2014",473,,
"220174","Total number of indoor cinemas","CZE","Czechia","2015","2015",469,,
"220174","Total number of indoor cinemas","DNK","Denmark","2005","2005",165,,
"220174","Total number of indoor cinemas","DNK","Denmark","2006","2006",165,,
"220174","Total number of indoor cinemas","DNK","Denmark","2007","2007",167,,
"220174","Total number of indoor cinemas","DNK","Denmark","2008","2008",164,,
"220174","Total number of indoor cinemas","DNK","Denmark","2009","2009",163,,
"220174","Total number of indoor cinemas","DNK","Denmark","2010","2010",162,,
"220174","Total number of indoor cinemas","DNK","Denmark","2011","2011",161,,
"220174","Total number of indoor cinemas","DNK","Denmark","2012","2012",163,,
"220174","Total number of indoor cinemas","DNK","Denmark","2013","2013",161,,
"220174","Total number of indoor cinemas","DNK","Denmark","2014","2014",160,,
"220174","Total number of indoor cinemas","DNK","Denmark","2015","2015",161,,
"220174","Total number of indoor cinemas","FIN","Finland","2005","2005",212,,
"220174","Total number of indoor cinemas","FIN","Finland","2006","2006",205,,
"220174","Total number of indoor cinemas","FIN","Finland","2007","2007",192,,
"220174","Total number of indoor cinemas","FIN","Finland","2008","2008",189,,
"220174","Total number of indoor cinemas","FIN","Finland","2009","2009",174,,
"220174","Total number of indoor cinemas","FIN","Finland","2010","2010",166,,
"220174","Total number of indoor cinemas","FIN","Finland","2011","2011",166,,
"220174","Total number of indoor cinemas","FIN","Finland","2012","2012",156,,
"220174","Total number of indoor cinemas","FIN","Finland","2013","2013",153,,
"220174","Total number of indoor cinemas","FIN","Finland","2014","2014",164,,
"220174","Total number of indoor cinemas","FIN","Finland","2015","2015",177,,
"220174","Total number of indoor cinemas","FRA","France","2005","2005",2084,,
"220174","Total number of indoor cinemas","FRA","France","2006","2006",2070,,
"220174","Total number of indoor cinemas","FRA","France","2007","2007",1928,,
"220174","Total number of indoor cinemas","FRA","France","2008","2008",1950,,
"220174","Total number of indoor cinemas","FRA","France","2009","2009",1939,,
"220174","Total number of indoor cinemas","FRA","France","2010","2010",2047,,
"220174","Total number of indoor cinemas","FRA","France","2011","2011",2031,,
"220174","Total number of indoor cinemas","FRA","France","2012","2012",2035,,
"220174","Total number of indoor cinemas","FRA","France","2013","2013",2025,,
"220174","Total number of indoor cinemas","FRA","France","2014","2014",2020,,
"220174","Total number of indoor cinemas","FRA","France","2015","2015",2033,,
"220174","Total number of indoor cinemas","DEU","Germany","2005","2005",1464,,
"220174","Total number of indoor cinemas","DEU","Germany","2006","2006",1431,,
"220174","Total number of indoor cinemas","DEU","Germany","2007","2007",1812,,
"220174","Total number of indoor cinemas","DEU","Germany","2008","2008",1793,,
"220174","Total number of indoor cinemas","DEU","Germany","2009","2009",1744,,
"220174","Total number of indoor cinemas","DEU","Germany","2010","2010",1714,,
"220174","Total number of indoor cinemas","DEU","Germany","2011","2011",1671,,
"220174","Total number of indoor cinemas","DEU","Germany","2012","2012",1652,,
"220174","Total number of indoor cinemas","DEU","Germany","2013","2013",1637,,
"220174","Total number of indoor cinemas","DEU","Germany","2014","2014",1567,,
"220174","Total number of indoor cinemas","DEU","Germany","2015","2015",1586,,
"220174","Total number of indoor cinemas","HUN","Hungary","2005","2005",243,,
"220174","Total number of indoor cinemas","HUN","Hungary","2006","2006",216,,
"220174","Total number of indoor cinemas","HUN","Hungary","2007","2007",184,,
"220174","Total number of indoor cinemas","HUN","Hungary","2008","2008",182,,
"220174","Total number of indoor cinemas","HUN","Hungary","2009","2009",171,,
"220174","Total number of indoor cinemas","HUN","Hungary","2010","2010",177,,
"220174","Total number of indoor cinemas","HUN","Hungary","2011","2011",173,,
"220174","Total number of indoor cinemas","HUN","Hungary","2012","2012",140,,
"220174","Total number of indoor cinemas","HUN","Hungary","2013","2013",125,,
"220174","Total number of indoor cinemas","HUN","Hungary","2014","2014",102,,
"220174","Total number of indoor cinemas","HUN","Hungary","2015","2015",121,,
"220174","Total number of indoor cinemas","ISL","Iceland","2005","2005",21,,
"220174","Total number of indoor cinemas","ISL","Iceland","2006","2006",22,,
"220174","Total number of indoor cinemas","ISL","Iceland","2007","2007",20,,
"220174","Total number of indoor cinemas","ISL","Iceland","2008","2008",18,,
"220174","Total number of indoor cinemas","ISL","Iceland","2009","2009",17,,
"220174","Total number of indoor cinemas","ISL","Iceland","2010","2010",16,,
"220174","Total number of indoor cinemas","ISL","Iceland","2012","2012",15,,
"220174","Total number of indoor cinemas","ISL","Iceland","2013","2013",14,,
"220174","Total number of indoor cinemas","IRL","Ireland","2005","2005",62,,
"220174","Total number of indoor cinemas","IRL","Ireland","2006","2006",62,,
"220174","Total number of indoor cinemas","IRL","Ireland","2009","2009",70,,
"220174","Total number of indoor cinemas","IRL","Ireland","2010","2010",69,,
"220174","Total number of indoor cinemas","IRL","Ireland","2011","2011",70,,
"220174","Total number of indoor cinemas","IRL","Ireland","2012","2012",70,,
"220174","Total number of indoor cinemas","IRL","Ireland","2013","2013",69,,
"220174","Total number of indoor cinemas","IRL","Ireland","2014","2014",91,,
"220174","Total number of indoor cinemas","IRL","Ireland","2015","2015",94,,
"220174","Total number of indoor cinemas","ITA","Italy","2005","2005",1275,,
"220174","Total number of indoor cinemas","ITA","Italy","2006","2006",1209,,
"220174","Total number of indoor cinemas","ITA","Italy","2007","2007",1165,,
"220174","Total number of indoor cinemas","ITA","Italy","2008","2008",1129,,
"220174","Total number of indoor cinemas","ITA","Italy","2009","2009",1104,,
"220174","Total number of indoor cinemas","ITA","Italy","2010","2010",1071,,
"220174","Total number of indoor cinemas","ITA","Italy","2012","2012",1063,,
"220174","Total number of indoor cinemas","ITA","Italy","2013","2013",1063,,
"220174","Total number of indoor cinemas","ITA","Italy","2014","2014",1065,,
"220174","Total number of indoor cinemas","ITA","Italy","2015","2015",1152,,
"220174","Total number of indoor cinemas","JPN","Japan","2007","2007",703,,
"220174","Total number of indoor cinemas","JPN","Japan","2008","2008",691,,
"220174","Total number of indoor cinemas","JPN","Japan","2009","2009",678,,
"220174","Total number of indoor cinemas","JPN","Japan","2010","2010",675,,
"220174","Total number of indoor cinemas","JPN","Japan","2011","2011",665,,
"220174","Total number of indoor cinemas","JPN","Japan","2012","2012",618,,
"220174","Total number of indoor cinemas","JPN","Japan","2013","2013",596,,
"220174","Total number of indoor cinemas","JPN","Japan","2014","2014",580,,
"220174","Total number of indoor cinemas","JPN","Japan","2015","2015",585,,
"220174","Total number of indoor cinemas","KOR","Republic of Korea","2007","2007",314,,
"220174","Total number of indoor cinemas","KOR","Republic of Korea","2008","2008",309,,
"220174","Total number of indoor cinemas","KOR","Republic of Korea","2009","2009",305,,
"220174","Total number of indoor cinemas","KOR","Republic of Korea","2010","2010",300,,
"220174","Total number of indoor cinemas","KOR","Republic of Korea","2011","2011",292,,
"220174","Total number of indoor cinemas","KOR","Republic of Korea","2012","2012",314,,
"220174","Total number of indoor cinemas","KOR","Republic of Korea","2013","2013",333,,
"220174","Total number of indoor cinemas","LUX","Luxembourg","2008","2008",13,,
"220174","Total number of indoor cinemas","LUX","Luxembourg","2009","2009",13,,
"220174","Total number of indoor cinemas","LUX","Luxembourg","2010","2010",13,,
"220174","Total number of indoor cinemas","LUX","Luxembourg","2011","2011",13,,
"220174","Total number of indoor cinemas","LUX","Luxembourg","2012","2012",14,,
"220174","Total number of indoor cinemas","LUX","Luxembourg","2013","2013",14,,
"220174","Total number of indoor cinemas","MEX","Mexico","2005","2005",492,,
"220174","Total number of indoor cinemas","MEX","Mexico","2006","2006",502,,
"220174","Total number of indoor cinemas","MEX","Mexico","2007","2007",522,,
"220174","Total number of indoor cinemas","MEX","Mexico","2008","2008",530,,
"220174","Total number of indoor cinemas","MEX","Mexico","2009","2009",559,,
"220174","Total number of indoor cinemas","MEX","Mexico","2010","2010",519,,
"220174","Total number of indoor cinemas","MEX","Mexico","2011","2011",562,,
"220174","Total number of indoor cinemas","MEX","Mexico","2012","2012",592,,
"220174","Total number of indoor cinemas","MEX","Mexico","2013","2013",604,,
"220174","Total number of indoor cinemas","MEX","Mexico","2014","2014",637,,
"220174","Total number of indoor cinemas","MEX","Mexico","2015","2015",666,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2005","2005",243,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2006","2006",234,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2007","2007",230,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2008","2008",235,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2009","2009",242,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2010","2010",237,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2011","2011",239,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2012","2012",239,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2013","2013",245,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2014","2014",265,,
"220174","Total number of indoor cinemas","NLD","Netherlands","2015","2015",269,,
"220174","Total number of indoor cinemas","NOR","Norway","2005","2005",241,,
"220174","Total number of indoor cinemas","NOR","Norway","2006","2006",235,,
"220174","Total number of indoor cinemas","NOR","Norway","2007","2007",212,,
"220174","Total number of indoor cinemas","NOR","Norway","2008","2008",210,,
"220174","Total number of indoor cinemas","NOR","Norway","2009","2009",212,,
"220174","Total number of indoor cinemas","NOR","Norway","2010","2010",209,,
"220174","Total number of indoor cinemas","NOR","Norway","2011","2011",198,,
"220174","Total number of indoor cinemas","NOR","Norway","2012","2012",196,,
"220174","Total number of indoor cinemas","NOR","Norway","2013","2013",200,,
"220174","Total number of indoor cinemas","NOR","Norway","2014","2014",199,,
"220174","Total number of indoor cinemas","NOR","Norway","2015","2015",201,,
"220174","Total number of indoor cinemas","POL","Poland","2005","2005",537,,
"220174","Total number of indoor cinemas","POL","Poland","2006","2006",506,,
"220174","Total number of indoor cinemas","POL","Poland","2007","2007",496,,
"220174","Total number of indoor cinemas","POL","Poland","2008","2008",483,,
"220174","Total number of indoor cinemas","POL","Poland","2009","2009",448,,
"220174","Total number of indoor cinemas","POL","Poland","2010","2010",438,,
"220174","Total number of indoor cinemas","POL","Poland","2011","2011",448,,
"220174","Total number of indoor cinemas","POL","Poland","2012","2012",447,,
"220174","Total number of indoor cinemas","POL","Poland","2013","2013",469,,
"220174","Total number of indoor cinemas","POL","Poland","2014","2014",463,,
"220174","Total number of indoor cinemas","POL","Poland","2015","2015",444,,
"220174","Total number of indoor cinemas","PRT","Portugal","2005","2005",158,,
"220174","Total number of indoor cinemas","PRT","Portugal","2006","2006",141,,
"220174","Total number of indoor cinemas","PRT","Portugal","2007","2007",176,,
"220174","Total number of indoor cinemas","PRT","Portugal","2008","2008",182,,
"220174","Total number of indoor cinemas","PRT","Portugal","2009","2009",174,,
"220174","Total number of indoor cinemas","PRT","Portugal","2010","2010",166,,
"220174","Total number of indoor cinemas","PRT","Portugal","2011","2011",165,,
"220174","Total number of indoor cinemas","PRT","Portugal","2012","2012",160,,
"220174","Total number of indoor cinemas","PRT","Portugal","2013","2013",158,,
"220174","Total number of indoor cinemas","PRT","Portugal","2014","2014",168,,
"220174","Total number of indoor cinemas","PRT","Portugal","2015","2015",165,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2005","2005",220,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2006","2006",215,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2007","2007",190,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2008","2008",181,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2009","2009",198,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2010","2010",159,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2011","2011",143,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2012","2012",130,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2013","2013",105,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2014","2014",103,,
"220174","Total number of indoor cinemas","SVK","Slovakia","2015","2015",110,,
"220174","Total number of indoor cinemas","ESP","Spain","2005","2005",1052,,
"220174","Total number of indoor cinemas","ESP","Spain","2006","2006",990,,
"220174","Total number of indoor cinemas","ESP","Spain","2007","2007",934,,
"220174","Total number of indoor cinemas","ESP","Spain","2008","2008",894,,
"220174","Total number of indoor cinemas","ESP","Spain","2009","2009",872,,
"220174","Total number of indoor cinemas","ESP","Spain","2010","2010",860,,
"220174","Total number of indoor cinemas","ESP","Spain","2011","2011",876,,
"220174","Total number of indoor cinemas","ESP","Spain","2012","2012",841,,
"220174","Total number of indoor cinemas","ESP","Spain","2013","2013",777,,
"220174","Total number of indoor cinemas","ESP","Spain","2014","2014",710,,
"220174","Total number of indoor cinemas","ESP","Spain","2015","2015",711,,
"220174","Total number of indoor cinemas","SWE","Sweden","2007","2007",550,,
"220174","Total number of indoor cinemas","SWE","Sweden","2008","2008",514,,
"220174","Total number of indoor cinemas","SWE","Sweden","2009","2009",461,,
"220174","Total number of indoor cinemas","SWE","Sweden","2010","2010",489,,
"220174","Total number of indoor cinemas","SWE","Sweden","2011","2011",478,,
"220174","Total number of indoor cinemas","SWE","Sweden","2012","2012",463,,
"220174","Total number of indoor cinemas","SWE","Sweden","2013","2013",424,,
"220174","Total number of indoor cinemas","SWE","Sweden","2014","2014",404,,
"220174","Total number of indoor cinemas","SWE","Sweden","2015","2015",418,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2005","2005",323,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2006","2006",319,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2007","2007",307,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2008","2008",307,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2009","2009",302,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2010","2010",299,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2011","2011",288,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2012","2012",278,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2013","2013",272,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2014","2014",275,,
"220174","Total number of indoor cinemas","CHE","Switzerland","2015","2015",273,,
"220174","Total number of indoor cinemas","TUR","Turkey","2005","2005",314,,
"220174","Total number of indoor cinemas","TUR","Turkey","2006","2006",302,,
"220174","Total number of indoor cinemas","TUR","Turkey","2009","2009",484,,
"220174","Total number of indoor cinemas","TUR","Turkey","2010","2010",491,,
"220174","Total number of indoor cinemas","TUR","Turkey","2011","2011",520,,
"220174","Total number of indoor cinemas","TUR","Turkey","2012","2012",567,,
"220174","Total number of indoor cinemas","TUR","Turkey","2013","2013",620,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",659,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",697,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",727,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",726,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",723,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",723,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",745,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",769,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",756,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",750,,
"220174","Total number of indoor cinemas","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",751,,
"220174","Total number of indoor cinemas","USA","United States of America","2006","2006",6356,,
"220174","Total number of indoor cinemas","USA","United States of America","2007","2007",6277,,
"220174","Total number of indoor cinemas","USA","United States of America","2008","2008",6269,,
"220174","Total number of indoor cinemas","USA","United States of America","2009","2009",6039,,
"220174","Total number of indoor cinemas","USA","United States of America","2010","2010",5884,,
"220174","Total number of indoor cinemas","USA","United States of America","2011","2011",5827,,
"220174","Total number of indoor cinemas","USA","United States of America","2012","2012",5683,,
"220174","Total number of indoor cinemas","USA","United States of America","2013","2013",5628,,
"220174","Total number of indoor cinemas","AND","Andorra","2005","2005",2,,
"220174","Total number of indoor cinemas","AND","Andorra","2006","2006",2,,
"220174","Total number of indoor cinemas","ARG","Argentina","2007","2007",289,,
"220174","Total number of indoor cinemas","ARG","Argentina","2008","2008",275,,
"220174","Total number of indoor cinemas","ARG","Argentina","2009","2009",280,,
"220174","Total number of indoor cinemas","ARG","Argentina","2010","2010",264,,
"220174","Total number of indoor cinemas","ARG","Argentina","2011","2011",259,,
"220174","Total number of indoor cinemas","ARG","Argentina","2012","2012",317,,
"220174","Total number of indoor cinemas","ARG","Argentina","2013","2013",315,,
"220174","Total number of indoor cinemas","ARG","Argentina","2014","2014",287,,
"220174","Total number of indoor cinemas","ARG","Argentina","2015","2015",299,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2005","2005",21,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2006","2006",19,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2007","2007",17,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2008","2008",14,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2009","2009",9,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2010","2010",9,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2011","2011",10,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2012","2012",9,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2013","2013",10,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2014","2014",7,,
"220174","Total number of indoor cinemas","AZE","Azerbaijan","2015","2015",10,,
"220174","Total number of indoor cinemas","BLR","Belarus","2005","2005",143,,
"220174","Total number of indoor cinemas","BLR","Belarus","2006","2006",139,,
"220174","Total number of indoor cinemas","BLR","Belarus","2007","2007",138,,
"220174","Total number of indoor cinemas","BLR","Belarus","2008","2008",137,,
"220174","Total number of indoor cinemas","BLR","Belarus","2009","2009",138,,
"220174","Total number of indoor cinemas","BLR","Belarus","2010","2010",131,,
"220174","Total number of indoor cinemas","BLR","Belarus","2011","2011",129,,
"220174","Total number of indoor cinemas","BOL","Bolivia (Plurinational State of)","2007","2007",14,"+","National Estimation"
"220174","Total number of indoor cinemas","BOL","Bolivia (Plurinational State of)","2008","2008",17,"+","National Estimation"
"220174","Total number of indoor cinemas","BOL","Bolivia (Plurinational State of)","2009","2009",19,,
"220174","Total number of indoor cinemas","BOL","Bolivia (Plurinational State of)","2014","2014",76,,
"220174","Total number of indoor cinemas","BOL","Bolivia (Plurinational State of)","2015","2015",91,,
"220174","Total number of indoor cinemas","BRA","Brazil","2005","2005",790,,
"220174","Total number of indoor cinemas","BRA","Brazil","2006","2006",770,,
"220174","Total number of indoor cinemas","BRA","Brazil","2007","2007",783,,
"220174","Total number of indoor cinemas","BRA","Brazil","2008","2008",816,,
"220174","Total number of indoor cinemas","BRA","Brazil","2009","2009",647,,
"220174","Total number of indoor cinemas","BRA","Brazil","2010","2010",662,,
"220174","Total number of indoor cinemas","BRA","Brazil","2011","2011",686,,
"220174","Total number of indoor cinemas","BRA","Brazil","2012","2012",701,,
"220174","Total number of indoor cinemas","BRA","Brazil","2013","2013",721,,
"220174","Total number of indoor cinemas","BRA","Brazil","2014","2014",746,,
"220174","Total number of indoor cinemas","BRA","Brazil","2015","2015",742,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2005","2005",62,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2006","2006",68,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2007","2007",57,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2008","2008",32,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2009","2009",30,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2010","2010",33,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2011","2011",30,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2012","2012",29,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2013","2013",32,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2014","2014",38,,
"220174","Total number of indoor cinemas","BGR","Bulgaria","2015","2015",46,,
"220174","Total number of indoor cinemas","BFA","Burkina Faso","2007","2007",10,"+","National Estimation"
"220174","Total number of indoor cinemas","BFA","Burkina Faso","2008","2008",10,"+","National Estimation"
"220174","Total number of indoor cinemas","BFA","Burkina Faso","2009","2009",10,"+","National Estimation"
"220174","Total number of indoor cinemas","BFA","Burkina Faso","2014","2014",9,,
"220174","Total number of indoor cinemas","BFA","Burkina Faso","2015","2015",9,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2005","2005",14,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2006","2006",14,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2007","2007",14,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2008","2008",10,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2009","2009",8,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2010","2010",7,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2011","2011",7,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2014","2014",6,,
"220174","Total number of indoor cinemas","KHM","Cambodia","2015","2015",8,,
"220174","Total number of indoor cinemas","CMR","Cameroon","2005","2005",3,,
"220174","Total number of indoor cinemas","CMR","Cameroon","2006","2006",3,,
"220174","Total number of indoor cinemas","CMR","Cameroon","2007","2007",3,,
"220174","Total number of indoor cinemas","CMR","Cameroon","2008","2008",3,,
"220174","Total number of indoor cinemas","CMR","Cameroon","2009","2009",,"n","Magnitude nil or negligible"
"220174","Total number of indoor cinemas","CHL","Chile","2005","2005",65,,
"220174","Total number of indoor cinemas","CHL","Chile","2006","2006",63,,
"220174","Total number of indoor cinemas","CHL","Chile","2007","2007",52,,
"220174","Total number of indoor cinemas","CHL","Chile","2008","2008",55,,
"220174","Total number of indoor cinemas","CHL","Chile","2009","2009",55,,
"220174","Total number of indoor cinemas","CHL","Chile","2010","2010",64,,
"220174","Total number of indoor cinemas","CHL","Chile","2011","2011",66,,
"220174","Total number of indoor cinemas","CHL","Chile","2012","2012",66,,
"220174","Total number of indoor cinemas","CHL","Chile","2013","2013",62,,
"220174","Total number of indoor cinemas","CHL","Chile","2014","2014",65,,
"220174","Total number of indoor cinemas","CHL","Chile","2015","2015",68,,
"220174","Total number of indoor cinemas","CHN","China","2006","2006",1325,,
"220174","Total number of indoor cinemas","CHN","China","2007","2007",1427,,
"220174","Total number of indoor cinemas","CHN","China","2008","2008",1545,,
"220174","Total number of indoor cinemas","CHN","China","2009","2009",1687,,
"220174","Total number of indoor cinemas","COL","Colombia","2009","2009",138,,
"220174","Total number of indoor cinemas","COL","Colombia","2010","2010",133,,
"220174","Total number of indoor cinemas","COL","Colombia","2011","2011",150,,
"220174","Total number of indoor cinemas","COL","Colombia","2012","2012",157,,
"220174","Total number of indoor cinemas","COL","Colombia","2013","2013",184,,
"220174","Total number of indoor cinemas","COL","Colombia","2014","2014",193,,
"220174","Total number of indoor cinemas","COL","Colombia","2015","2015",200,,
"220174","Total number of indoor cinemas","CRI","Costa Rica","2005","2005",18,,
"220174","Total number of indoor cinemas","CRI","Costa Rica","2006","2006",20,,
"220174","Total number of indoor cinemas","CRI","Costa Rica","2012","2012",19,,
"220174","Total number of indoor cinemas","CRI","Costa Rica","2013","2013",21,,
"220174","Total number of indoor cinemas","CRI","Costa Rica","2014","2014",20,,
"220174","Total number of indoor cinemas","CRI","Costa Rica","2015","2015",29,,
"220174","Total number of indoor cinemas","HRV","Croatia","2005","2005",107,,
"220174","Total number of indoor cinemas","HRV","Croatia","2006","2006",87,,
"220174","Total number of indoor cinemas","HRV","Croatia","2007","2007",79,,
"220174","Total number of indoor cinemas","HRV","Croatia","2008","2008",70,,
"220174","Total number of indoor cinemas","HRV","Croatia","2009","2009",65,,
"220174","Total number of indoor cinemas","HRV","Croatia","2010","2010",62,,
"220174","Total number of indoor cinemas","HRV","Croatia","2011","2011",68,,
"220174","Total number of indoor cinemas","HRV","Croatia","2012","2012",66,,
"220174","Total number of indoor cinemas","HRV","Croatia","2013","2013",65,,
"220174","Total number of indoor cinemas","HRV","Croatia","2014","2014",59,,
"220174","Total number of indoor cinemas","HRV","Croatia","2015","2015",65,,
"220174","Total number of indoor cinemas","CUB","Cuba","2005","2005",368,,
"220174","Total number of indoor cinemas","CUB","Cuba","2006","2006",337,,
"220174","Total number of indoor cinemas","CUB","Cuba","2007","2007",296,,
"220174","Total number of indoor cinemas","CUB","Cuba","2008","2008",307,,
"220174","Total number of indoor cinemas","CUB","Cuba","2009","2009",313,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2005","2005",9,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2006","2006",7,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2009","2009",8,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2010","2010",8,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2011","2011",7,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2012","2012",8,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2013","2013",7,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2014","2014",6,,
"220174","Total number of indoor cinemas","CYP","Cyprus","2015","2015",6,,
"220174","Total number of indoor cinemas","DOM","Dominican Republic","2005","2005",18,,
"220174","Total number of indoor cinemas","DOM","Dominican Republic","2006","2006",18,,
"220174","Total number of indoor cinemas","DOM","Dominican Republic","2007","2007",21,,
"220174","Total number of indoor cinemas","DOM","Dominican Republic","2008","2008",23,,
"220174","Total number of indoor cinemas","DOM","Dominican Republic","2009","2009",23,,
"220174","Total number of indoor cinemas","EGY","Egypt","2005","2005",165,,
"220174","Total number of indoor cinemas","EGY","Egypt","2007","2007",114,,
"220174","Total number of indoor cinemas","EGY","Egypt","2008","2008",116,,
"220174","Total number of indoor cinemas","EGY","Egypt","2009","2009",116,,
"220174","Total number of indoor cinemas","EGY","Egypt","2010","2010",110,,
"220174","Total number of indoor cinemas","EGY","Egypt","2012","2012",92,,
"220174","Total number of indoor cinemas","EGY","Egypt","2013","2013",82,,
"220174","Total number of indoor cinemas","EGY","Egypt","2014","2014",75,,
"220174","Total number of indoor cinemas","EGY","Egypt","2015","2015",69,,
"220174","Total number of indoor cinemas","EST","Estonia","2005","2005",11,,
"220174","Total number of indoor cinemas","EST","Estonia","2006","2006",12,,
"220174","Total number of indoor cinemas","EST","Estonia","2007","2007",11,,
"220174","Total number of indoor cinemas","EST","Estonia","2008","2008",10,,
"220174","Total number of indoor cinemas","EST","Estonia","2009","2009",12,,
"220174","Total number of indoor cinemas","EST","Estonia","2010","2010",7,,
